,0,1
1362,32.38,23.72
1363,31.55,24.21
1364,33.48,25.28
1365,30.63,23.24
1366,29.72,23.76
1367,31.64,24.45
1368,31.51,24.43
1369,29.34,22.26
1370,34.77,26.32
1371,35.61,26.86
1372,29.07,20.2
1373,31.1,20.34
1374,30.41,23.53
1375,31.38,25.54
1376,32.96,24.24
1377,25.5,22.15
1378,29.78,23.84
1379,25.43,21.42
1380,30.09,20.58
1381,28.63,23.53
1382,32.15,25.53
1383,32.19,23.54
1384,32.84,24.58
1385,29.99,21.49
1386,28.14,24.77
1387,26.81,19.59
1388,23.33,15.91
1389,31.77,23.37
1390,32.98,25.43
1391,31.08,26.47
1392,34.17,24.62
1393,28.95,21.82
1394,24.23,15.93
1395,30.83,24.08
1396,36.05,27.27
1397,30.24,21.54
1398,30.88,24.47
1399,26.65,19.32
1400,28.11,18.04
1401,26.19,21.34
1402,33.17,27.29
1403,29.77,21.15
1404,30.35,25.52
1405,32.22,24.17
1406,26.68,22.14
1407,29.09,21.06
1408,32.32,22.29
1409,33.34,24.79
1410,28.45,23.42
1411,32.73,23.12
1412,30.54,24.36
1413,34.4,25.69
1414,27.08,22.6
1415,29.04,22.13
1416,26.76,21.56
1417,30.09,21.78
1418,28.36,20.91
1419,29.94,23.8
1420,30.37,20.3
1421,30.75,22.05
1422,33.84,25.6
1423,32.47,24.02
1424,32.69,25.11
1425,33.81,25.75
1426,23.12,17.24
1427,30.31,22.76
1428,30.64,23.33
1429,31.5,20.2
1430,28.37,25.03
1431,28.05,22.18
1432,34.26,24.75
1433,27.79,23.0
1434,28.36,22.18
1435,24.98,21.29
1436,28.88,18.77
1437,29.02,23.1
1438,30.14,22.23
1439,28.87,21.1
1440,28.5,22.26
1441,25.79,20.88
1442,32.32,23.26
1443,32.15,26.51
1444,30.64,24.11
1445,32.83,22.96
1446,24.45,19.17
1447,28.01,25.0
1448,31.05,23.96
1449,28.29,21.9
1450,31.18,23.03
1451,23.98,19.61
1452,30.49,21.33
1453,32.54,23.46
1454,34.32,24.12
1455,34.87,25.89
1456,34.02,24.67
1457,35.0,25.7
1458,30.05,21.51
1459,31.58,22.29
1460,25.7,20.74
1461,29.15,21.99
1462,34.06,26.0
1463,24.73,16.64
1464,30.95,23.81
1465,33.34,22.74
1466,32.9,22.36
1467,28.54,23.23
1468,31.84,25.46
1469,31.36,23.66
1470,32.71,26.58
1471,29.92,19.9
1472,28.18,17.74
1473,32.43,25.09
1474,28.04,22.87
1475,31.28,22.99
1476,31.03,24.96
1477,33.28,23.12
1478,32.8,22.84
1479,34.04,26.42
1480,26.68,22.58
1481,24.04,21.7
1482,31.36,25.78
1483,33.06,24.34
1484,31.01,23.16
1485,30.85,23.35
1486,31.69,23.02
1487,36.09,27.69
1488,20.69,16.65
1489,33.3,23.59
1490,27.93,22.39
1491,32.03,23.94
1492,30.79,22.81
1493,29.01,22.97
1494,31.59,24.06
1495,30.6,23.48
1496,28.03,23.64
1497,27.58,22.76
1498,28.41,21.73
1499,28.09,22.65
1500,26.46,18.12
1501,27.85,22.38
1502,29.85,22.02
1503,29.57,23.31
1504,29.28,23.49
1505,30.06,21.05
1506,32.08,22.18
1507,31.3,24.15
1508,31.15,23.07
1509,24.35,19.46
1510,30.52,22.82
1511,26.07,21.09
1512,30.55,22.14
1513,27.36,21.45
1514,33.01,23.03
1515,23.3,17.44
1516,27.96,21.98
1517,35.4,25.39
1518,31.73,20.94
1519,33.93,24.9
1520,32.28,26.07
1521,32.57,24.43
1522,33.93,24.53
1523,34.46,26.04
1524,33.06,24.96
1525,29.81,22.72
1526,30.99,20.52
1527,32.01,22.93
1528,30.06,23.19
1529,31.78,23.92
1530,26.7,18.43
1531,31.62,25.59
1532,27.51,17.66
1533,27.09,22.68
1534,26.71,22.84
1535,31.69,21.05
1536,26.03,22.83
1537,31.45,21.85
1538,31.44,20.01
1539,24.0,18.51
1540,28.98,22.24
1541,30.71,22.07
1542,28.0,23.57
1543,27.79,21.4
1544,31.35,23.26
1545,27.76,23.03
1546,36.06,26.18
1547,30.47,25.88
1548,25.74,20.86
1549,30.1,20.42
1550,29.18,24.07
